country,date,lead_id,reason_forgot,reason_tried_cancel,reason_did_not_cancel,reason_problem_branch,reason_problem_cs,reason_no_info,reason_late,reason_no_docs,reason_car_not_running,reason_car_deregistered,reason_not_found_branch,reason_duplication,reason_appt_took_place,reason_other
BE,"2026-05-05",WY02607,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BE,"2026-05-05",VT67287,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BE,"2026-05-05",JG49138,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BE,"2026-05-05",CD76978,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BE,"2026-05-06",YJ67932,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BE,"2026-05-06",ST81801,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BE,"2026-05-06",CW96164,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BE,"2026-05-06",WV53965,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BE,"2026-05-06",VS17046,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BE,"2026-05-06",PT53113,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BE,"2026-05-06",FU68438,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BE,"2026-05-06",VH80517,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BE,"2026-05-06",FH85027,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BE,"2026-05-06",RP07770,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BE,"2026-05-06",EY20534,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BE,"2026-05-06",WM59137,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BE,"2026-05-06",PT26239,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BE,"2026-05-07",RD87654,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BE,"2026-05-07",WD77268,0,0,0,0,0,0,0,1,0,0,0,0,0,0
